suburb,state,postCode,lat,lng
Northern Suburbs MC,NSW,1694,0,0
Northern Suburbs MC,NSW,1695,0,0
Northern Suburbs MC,NSW,1696,0,0
Northern Suburbs MC,NSW,1697,0,0
Northern Suburbs MC,NSW,1698,0,0
Northern Suburbs MC,NSW,1699,0,0
Ermington,NSW,1700,-33.95,151.21
Rydalmere BC,NSW,1701,0,0
Epping,NSW,1710,-33.78,151.12
Epping,NSW,1712,-33.78,151.12
Pennant Hills,NSW,1715,-33.76,151.05
Seven Hills,NSW,1730,-33.76,150.97
Parramatta,NSW,1740,-33.89,151.14
Parramatta,NSW,1741,-33.89,151.14
North Parramatta,NSW,1750,-33.86,151.02
Baulkham Hills,NSW,1755,-33.77,150.97
Castle Hill,NSW,1765,-33.74,151.03
Pennant Hills,NSW,1771,-33.76,151.05
Seven Hills MC,NSW,1781,0,0
St Marys,NSW,1790,-33.86,151.2
Penrith South DC,NSW,1797,0,0
Ashfield,NSW,1800,-34.1,150.78
Burwood,NSW,1805,-33.89,151.1
Silverwater,NSW,1811,-33.82,151.05
Strathfield,NSW,1816,-33.88,151.09
Strathfield,NSW,1819,-33.88,151.09
Lidcombe,NSW,1825,0,0
Lidcombe,NSW,1826,0,0
Granville,NSW,1830,-33.86,150.95
Granville,NSW,1831,-33.86,150.95
Auburn,NSW,1835,-33.88,151.02
Guildford,NSW,1848,-33.85,150.97
Wetherill Park DC,NSW,1851,0,0
Fairfield,NSW,1860,-33.85,150.96
Liverpool,NSW,1871,-33.89,151.1
Moorebank,NSW,1875,-33.95,150.92
Bankstown,NSW,1885,-33.91,151.02
Bankstown,NSW,1888,-33.91,151.02
Ingleburn,NSW,1890,-33.96,150.8
Milperra,NSW,1891,-33.93,151
Leightonfield MC,NSW,1900,0,0
Leightonfield MC,NSW,1902,0,0
Barangaroo,NSW,2000,-33.86,151.21
Dawes Point,NSW,2000,-33.86,151.21
Haymarket,NSW,2000,-33.86,151.21
Millers Point,NSW,2000,-33.86,151.21
Parliament House,NSW,2000,-33.86,151.21
Sydney,NSW,2000,-33.86,151.21
Sydney South,NSW,2000,-33.86,151.21
The Rocks,NSW,2000,-33.86,151.21
Sydney,NSW,2001,-33.79,151.27
World Square,NSW,2002,-35.97,146.41
Alexandria MC,NSW,2004,0,0
Eastern Suburbs MC,NSW,2004,0,0
The University Of Sydney,NSW,2006,-33.89,151.19
Broadway,NSW,2007,-33.88,151.2
Ultimo,NSW,2007,-33.88,151.2
Chippendale,NSW,2008,-33.89,151.2
Darlington,NSW,2008,-33.89,151.2
Pyrmont,NSW,2009,-33.87,151.19
Darlinghurst,NSW,2010,-33.88,151.22
Surry Hills,NSW,2010,-33.88,151.22
Elizabeth Bay,NSW,2011,-33.87,151.23
Hmas Kuttabul,NSW,2011,-33.87,151.23
Potts Point,NSW,2011,-33.87,151.23
Rushcutters Bay,NSW,2011,-33.87,151.23
Woolloomooloo,NSW,2011,-33.87,151.23
Strawberry Hills,NSW,2012,-33.73,150.93
Strawberry Hills,NSW,2013,-33.73,150.93
Alexandria,NSW,2015,-33.9,151.2
Beaconsfield,NSW,2015,-33.9,151.2
Eveleigh,NSW,2015,-33.9,151.2
Redfern,NSW,2016,-33.89,151.2
Waterloo,NSW,2017,-33.9,151.21
Zetland,NSW,2017,-33.9,151.21
Eastlakes,NSW,2018,-33.93,151.21
Rosebery,NSW,2018,-33.93,151.21
Banksmeadow,NSW,2019,-33.96,151.21
Botany,NSW,2019,-33.96,151.21
Mascot,NSW,2020,-33.93,151.19
Sydney Domestic Airport,NSW,2020,-33.93,151.19
Sydney International Airport,NSW,2020,-33.93,151.19
Centennial Park,NSW,2021,-33.89,151.22
Moore Park,NSW,2021,-33.89,151.22
Paddington,NSW,2021,-33.89,151.22
Bondi Junction,NSW,2022,-33.89,151.25
Bondi Junction Plaza,NSW,2022,-33.89,151.25
Queens Park,NSW,2022,-33.89,151.25
Bellevue Hill,NSW,2023,-33.89,151.26
Bronte,NSW,2024,-33.9,151.26
Waverley,NSW,2024,-33.9,151.26
Woollahra,NSW,2025,-33.89,151.24
Bondi,NSW,2026,-33.89,151.26
Bondi Beach,NSW,2026,-33.89,151.26
North Bondi,NSW,2026,-33.89,151.26
Tamarama,NSW,2026,-33.89,151.26
Darling Point,NSW,2027,-33.87,151.24
Edgecliff,NSW,2027,-33.87,151.24
Hmas Rushcutters,NSW,2027,-33.87,151.24
Point Piper,NSW,2027,-33.87,151.24
Double Bay,NSW,2028,-33.88,151.24
Rose Bay,NSW,2029,-33.87,151.28
Dover Heights,NSW,2030,-33.87,151.28
Hmas Watson,NSW,2030,-33.87,151.28
Rose Bay North,NSW,2030,-33.87,151.28
Vaucluse,NSW,2030,-33.87,151.28
Watsons Bay,NSW,2030,-33.87,151.28
Clovelly,NSW,2031,-33.91,151.26
Clovelly West,NSW,2031,-33.91,151.26
Randwick,NSW,2031,-33.91,151.26
St Pauls,NSW,2031,-33.91,151.26
Daceyville,NSW,2032,-33.93,151.23
Kingsford,NSW,2032,-33.93,151.23
Kensington,NSW,2033,-33.91,151.22
Coogee,NSW,2034,-33.92,151.25
South Coogee,NSW,2034,-33.92,151.25
Maroubra,NSW,2035,-33.95,151.24
Maroubra South,NSW,2035,-33.95,151.24
Pagewood,NSW,2035,-33.95,151.24
Chifley,NSW,2036,-33.98,151.24
Eastgardens,NSW,2036,-33.98,151.24
Hillsdale,NSW,2036,-33.98,151.24
La Perouse,NSW,2036,-33.98,151.24
Little Bay,NSW,2036,-33.98,151.24
Malabar,NSW,2036,-33.98,151.24
Matraville,NSW,2036,-33.98,151.24
Phillip Bay,NSW,2036,-33.98,151.24
Port Botany,NSW,2036,-33.98,151.24
Forest Lodge,NSW,2037,-33.88,151.18
Glebe,NSW,2037,-33.88,151.18
Annandale,NSW,2038,-33.88,151.17
Rozelle,NSW,2039,-33.86,151.17
Leichhardt,NSW,2040,-33.88,151.16
Lilyfield,NSW,2040,-33.88,151.16
Balmain,NSW,2041,-33.86,151.18
Balmain East,NSW,2041,-33.86,151.18
Birchgrove,NSW,2041,-33.86,151.18
Enmore,NSW,2042,-33.9,151.17
Newtown,NSW,2042,-33.9,151.17
Erskineville,NSW,2043,-33.9,151.19
St Peters,NSW,2044,-33.91,151.18
Sydenham,NSW,2044,-33.91,151.18
Tempe,NSW,2044,-33.91,151.18
Haberfield,NSW,2045,-33.88,151.14
Abbotsford,NSW,2046,-33.85,151.13
Canada Bay,NSW,2046,-33.85,151.13
Chiswick,NSW,2046,-33.85,151.13
Five Dock,NSW,2046,-33.85,151.13
Rodd Point,NSW,2046,-33.85,151.13
Russell Lea,NSW,2046,-33.85,151.13
Wareemba,NSW,2046,-33.85,151.13
Drummoyne,NSW,2047,-33.85,151.15
Stanmore,NSW,2048,-33.9,151.17
Westgate,NSW,2048,-33.9,151.17
Lewisham,NSW,2049,-33.89,151.14
Petersham,NSW,2049,-33.89,151.14
Petersham North,NSW,2049,-33.89,151.14
Camperdown,NSW,2050,-33.89,151.18
Missenden Road,NSW,2050,-33.89,151.18
Unsw Sydney,NSW,2052,-33.91,151.23
North Sydney,NSW,2055,-33.8,151.1
Chatswood,NSW,2057,-33.79,151.19
Northern Suburbs MC,NSW,2058,0,0
North Sydney,NSW,2059,-33.8,151.1
Hmas Platypus,NSW,2060,-33.84,151.19
Hmas Waterhen,NSW,2060,-33.84,151.19
Lavender Bay,NSW,2060,-33.84,151.19
Mcmahons Point,NSW,2060,-33.84,151.19
North Sydney,NSW,2060,-33.84,151.19
North Sydney Shoppingworld,NSW,2060,-33.84,151.19
Waverton,NSW,2060,-33.84,151.19
Kirribilli,NSW,2061,-33.85,151.21
Milsons Point,NSW,2061,-33.85,151.21
Cammeray,NSW,2062,-33.82,151.21
Northbridge,NSW,2063,-33.82,151.22
Artarmon,NSW,2064,-33.81,151.19
Crows Nest,NSW,2065,-33.83,151.2
Greenwich,NSW,2065,-33.83,151.2
Naremburn,NSW,2065,-33.83,151.2
Royal North Shore Hospital,NSW,2065,-33.83,151.2
St Leonards,NSW,2065,-33.83,151.2
Wollstonecraft,NSW,2065,-33.83,151.2
Lane Cove,NSW,2066,-33.81,151.17
Lane Cove North,NSW,2066,-33.81,151.17
Lane Cove West,NSW,2066,-33.81,151.17
Linley Point,NSW,2066,-33.81,151.17
Longueville,NSW,2066,-33.81,151.17
Northwood,NSW,2066,-33.81,151.17
Riverview,NSW,2066,-33.81,151.17
Chatswood,NSW,2067,-33.8,151.19
Chatswood West,NSW,2067,-33.8,151.19
Castlecrag,NSW,2068,-33.8,151.21
Middle Cove,NSW,2068,-33.8,151.21
North Willoughby,NSW,2068,-33.8,151.21
Willoughby,NSW,2068,-33.8,151.21
Willoughby East,NSW,2068,-33.8,151.21
Willoughby North,NSW,2068,-33.8,151.21
Castle Cove,NSW,2069,-33.78,151.2
Roseville,NSW,2069,-33.78,151.2
Roseville Chase,NSW,2069,-33.78,151.2
East Lindfield,NSW,2070,-33.77,151.19
Lindfield,NSW,2070,-33.77,151.19
Lindfield West,NSW,2070,-33.77,151.19
East Killara,NSW,2071,-33.75,151.17
Killara,NSW,2071,-33.75,151.17
Gordon,NSW,2072,-33.76,151.16
Pymble,NSW,2073,-33.74,151.14
West Pymble,NSW,2073,-33.74,151.14
North Turramurra,NSW,2074,-33.71,151.15
South Turramurra,NSW,2074,-33.71,151.15
Turramurra,NSW,2074,-33.71,151.15
Warrawee,NSW,2074,-33.71,151.15
St Ives,NSW,2075,-33.73,151.16
St Ives Chase,NSW,2075,-33.73,151.16
Normanhurst,NSW,2076,-33.72,151.1
North Wahroonga,NSW,2076,-33.72,151.1
Wahroonga,NSW,2076,-33.72,151.1
Asquith,NSW,2077,-33.69,151.11
Hornsby,NSW,2077,-33.69,151.11
Hornsby Heights,NSW,2077,-33.69,151.11
Waitara,NSW,2077,-33.69,151.11
Mount Colah,NSW,2079,-33.66,151.12
Mount Kuring-Gai,NSW,2080,-33.63,151.23
Berowra,NSW,2081,-33.62,151.15
Cowan,NSW,2081,-33.62,151.15
Berowra Creek,NSW,2082,-33.61,151.14
Berowra Heights,NSW,2082,-33.61,151.14
Berowra Waters,NSW,2082,-33.61,151.14
Bar Point,NSW,2083,-33.51,151.16
Brooklyn,NSW,2083,-33.51,151.16
Cheero Point,NSW,2083,-33.51,151.16
Cogra Bay,NSW,2083,-33.51,151.16
Dangar Island,NSW,2083,-33.51,151.16
Milsons Passage,NSW,2083,-33.51,151.16
Mooney Mooney,NSW,2083,-33.51,151.16
Cottage Point,NSW,2084,-33.62,151.2
Duffys Forest,NSW,2084,-33.62,151.2
Terrey Hills,NSW,2084,-33.62,151.2
Belrose,NSW,2085,-33.74,151.21
Belrose West,NSW,2085,-33.74,151.21
Davidson,NSW,2085,-33.74,151.21
Frenchs Forest,NSW,2086,-33.75,151.23
Frenchs Forest East,NSW,2086,-33.75,151.23
Forestville,NSW,2087,-33.76,151.21
Killarney Heights,NSW,2087,-33.76,151.21
Mosman,NSW,2088,-33.83,151.24
Spit Junction,NSW,2088,-33.83,151.24
Neutral Bay,NSW,2089,-33.83,151.22
Neutral Bay Junction,NSW,2089,-33.83,151.22
Cremorne,NSW,2090,-33.83,151.23
Cremorne Junction,NSW,2090,-33.83,151.23
Cremorne Point,NSW,2090,-33.83,151.23
Hmas Penguin,NSW,2091,0,0
Seaforth,NSW,2092,-33.8,151.25
Balgowlah,NSW,2093,-33.79,151.26
Balgowlah Heights,NSW,2093,-33.79,151.26
Clontarf,NSW,2093,-33.79,151.26
Manly Vale,NSW,2093,-33.79,151.26
North Balgowlah,NSW,2093,-33.79,151.26
Fairlight,NSW,2094,-33.79,151.27
Manly,NSW,2095,-33.8,151.29
Manly East,NSW,2095,-33.8,151.29
Curl Curl,NSW,2096,-33.77,151.29
Freshwater,NSW,2096,-33.77,151.29
Queenscliff,NSW,2096,-33.77,151.29
Collaroy,NSW,2097,-33.74,151.3
Collaroy Beach,NSW,2097,-33.74,151.3
Collaroy Plateau West,NSW,2097,-33.74,151.3
Wheeler Heights,NSW,2097,-33.74,151.3
Cromer,NSW,2099,-33.74,151.28
Dee Why,NSW,2099,-33.74,151.28
Narraweena,NSW,2099,-33.74,151.28
North Curl Curl,NSW,2099,-33.74,151.28
Allambie Heights,NSW,2100,-33.77,151.25
Beacon Hill,NSW,2100,-33.77,151.25
Brookvale,NSW,2100,-33.77,151.25
North Manly,NSW,2100,-33.77,151.25
Oxford Falls,NSW,2100,-33.77,151.25
Warringah Mall,NSW,2100,-33.77,151.25
Elanora Heights,NSW,2101,-33.7,151.28
Ingleside,NSW,2101,-33.7,151.28
Narrabeen,NSW,2101,-33.7,151.28
North Narrabeen,NSW,2101,-33.7,151.28
Warriewood,NSW,2102,-33.69,151.3
Warriewood Shopping Square,NSW,2102,-33.69,151.3
Mona Vale,NSW,2103,-33.68,151.3
Bayview,NSW,2104,-33.66,151.3
Church Point,NSW,2105,-33.64,151.28
Elvina Bay,NSW,2105,-33.64,151.28
Lovett Bay,NSW,2105,-33.64,151.28
Morning Bay,NSW,2105,-33.64,151.28
Scotland Island,NSW,2105,-33.64,151.28
Newport,NSW,2106,-33.66,151.31
Newport Beach,NSW,2106,-33.66,151.31
Avalon,NSW,2107,-33.64,151.33
Avalon Beach,NSW,2107,-33.64,151.33
Bilgola,NSW,2107,-33.64,151.33
Clareville,NSW,2107,-33.64,151.33
Whale Beach,NSW,2107,-33.64,151.33
Coasters Retreat,NSW,2108,-33.6,151.3
Great Mackerel Beach,NSW,2108,-33.6,151.3
Palm Beach,NSW,2108,-33.6,151.3
Macquarie University,NSW,2109,-33.77,151.11
Hunters Hill,NSW,2110,-33.83,151.15
Woolwich,NSW,2110,-33.83,151.15
Boronia Park,NSW,2111,-33.82,151.14
Gladesville,NSW,2111,-33.82,151.14
Henley,NSW,2111,-33.82,151.14
Huntleys Cove,NSW,2111,-33.82,151.14
Huntleys Point,NSW,2111,-33.82,151.14
Monash Park,NSW,2111,-33.82,151.14
Tennyson Point,NSW,2111,-33.82,151.14
Denistone East,NSW,2112,-33.8,151.1
Putney,NSW,2112,-33.8,151.1
Ryde,NSW,2112,-33.8,151.1
Blenheim Road,NSW,2113,-33.8,151.13
East Ryde,NSW,2113,-33.8,151.13
Macquarie Centre,NSW,2113,-33.8,151.13
Macquarie Park,NSW,2113,-33.8,151.13
North Ryde,NSW,2113,-33.8,151.13
Denistone,NSW,2114,-33.8,151.08
Denistone West,NSW,2114,-33.8,151.08
Meadowbank,NSW,2114,-33.8,151.08
Melrose Park,NSW,2114,-33.8,151.08
West Ryde,NSW,2114,-33.8,151.08
Ermington,NSW,2115,-33.81,151.05
Rydalmere,NSW,2116,-33.81,151.03
Dundas,NSW,2117,-33.8,151.04
Dundas Valley,NSW,2117,-33.8,151.04
Oatlands,NSW,2117,-33.8,151.04
Telopea,NSW,2117,-33.8,151.04
Carlingford,NSW,2118,-33.78,151.05
Carlingford Court,NSW,2118,-33.78,151.05
Carlingford North,NSW,2118,-33.78,151.05
Kingsdene,NSW,2118,-33.78,151.05
Beecroft,NSW,2119,-33.75,151.06
Cheltenham,NSW,2119,-33.75,151.06
Pennant Hills,NSW,2120,-33.74,151.07
Thornleigh,NSW,2120,-33.74,151.07
Westleigh,NSW,2120,-33.74,151.07
Epping,NSW,2121,-33.77,151.08
North Epping,NSW,2121,-33.77,151.08
Eastwood,NSW,2122,-33.79,151.08
Marsfield,NSW,2122,-33.79,151.08
Parramatta,NSW,2123,-33.89,151.14
Parramatta,NSW,2124,-33.89,151.14
West Pennant Hills,NSW,2125,-33.75,151.04
Cherrybrook,NSW,2126,-33.72,151.04
Newington,NSW,2127,-33.85,151.08
Sydney Olympic Park,NSW,2127,-33.85,151.08
Wentworth Point,NSW,2127,-33.85,151.08
Silverwater,NSW,2128,-33.84,151.05
Sydney Markets,NSW,2129,-33.87,151.19
Summer Hill,NSW,2130,-33.89,151.14
Ashfield,NSW,2131,-33.89,151.13
Croydon,NSW,2132,-33.88,151.11
Croydon Park,NSW,2133,-33.9,151.11
Enfield South,NSW,2133,-33.9,151.11
Burwood,NSW,2134,-33.88,151.1
Burwood North,NSW,2134,-33.88,151.1
Strathfield,NSW,2135,-33.87,151.09
Burwood Heights,NSW,2136,-33.89,151.1
Enfield,NSW,2136,-33.89,151.1
Strathfield South,NSW,2136,-33.89,151.1
Breakfast Point,NSW,2137,-33.84,151.11
Cabarita,NSW,2137,-33.84,151.11
Concord,NSW,2137,-33.84,151.11
Mortlake,NSW,2137,-33.84,151.11
North Strathfield,NSW,2137,-33.84,151.11
Concord West,NSW,2138,-33.85,151.09
Liberty Grove,NSW,2138,-33.85,151.09
Rhodes,NSW,2138,-33.85,151.09
Concord Repatriation Hospital,NSW,2139,-33.84,151.1
Homebush,NSW,2140,-33.86,151.08
Homebush South,NSW,2140,-33.86,151.08
Homebush West,NSW,2140,-33.86,151.08
Berala,NSW,2141,-33.87,151.03
Lidcombe,NSW,2141,-33.87,151.03
Lidcombe North,NSW,2141,-33.87,151.03
Rookwood,NSW,2141,-33.87,151.03
Blaxcell,NSW,2142,-33.85,151.01
Camellia,NSW,2142,-33.85,151.01
Clyde,NSW,2142,-33.85,151.01
Granville,NSW,2142,-33.85,151.01
Holroyd,NSW,2142,-33.85,151.01
Rosehill,NSW,2142,-33.85,151.01
South Granville,NSW,2142,-33.85,151.01
Birrong,NSW,2143,-33.89,151.02
Potts Hill,NSW,2143,-33.89,151.02
Regents Park,NSW,2143,-33.89,151.02
Auburn,NSW,2144,-33.85,151.03
Constitution Hill,NSW,2145,-33.8,150.95
Girraween,NSW,2145,-33.8,150.95
Greystanes,NSW,2145,-33.8,150.95
Mays Hill,NSW,2145,-33.8,150.95
Pemulwuy,NSW,2145,-33.8,150.95
Pendle Hill,NSW,2145,-33.8,150.95
South Wentworthville,NSW,2145,-33.8,150.95
Wentworthville,NSW,2145,-33.8,150.95
Westmead,NSW,2145,-33.8,150.95
Old Toongabbie,NSW,2146,-33.79,150.97
Toongabbie,NSW,2146,-33.79,150.97
Toongabbie East,NSW,2146,-33.79,150.97
Kings Langley,NSW,2147,-33.74,150.92
Lalor Park,NSW,2147,-33.74,150.92
Seven Hills,NSW,2147,-33.74,150.92
Seven Hills West,NSW,2147,-33.74,150.92
Arndell Park,NSW,2148,-33.79,150.87
Blacktown,NSW,2148,-33.79,150.87
Blacktown Westpoint,NSW,2148,-33.79,150.87
Huntingwood,NSW,2148,-33.79,150.87
Kings Park,NSW,2148,-33.79,150.87
Marayong,NSW,2148,-33.79,150.87
Prospect,NSW,2148,-33.79,150.87
Harris Park,NSW,2150,-33.82,151.01
Parramatta,NSW,2150,-33.82,151.01
Parramatta Westfield,NSW,2150,-33.82,151.01
North Parramatta,NSW,2151,-33.8,151.01
North Rocks,NSW,2151,-33.8,151.01
Northmead,NSW,2152,-33.78,150.99
Baulkham Hills,NSW,2153,-33.76,150.99
Bella Vista,NSW,2153,-33.76,150.99
Winston Hills,NSW,2153,-33.76,150.99
Castle Hill,NSW,2154,-33.73,151.01
Beaumont Hills,NSW,2155,-33.7,150.95
Kellyville,NSW,2155,-33.7,150.95
Kellyville Ridge,NSW,2155,-33.7,150.95
Rouse Hill,NSW,2155,-33.7,150.95
Annangrove,NSW,2156,-33.66,150.94
Glenhaven,NSW,2156,-33.66,150.94
Kenthurst,NSW,2156,-33.66,150.94
Canoelands,NSW,2157,-33.51,151.06
Forest Glen,NSW,2157,-33.51,151.06
Glenorie,NSW,2157,-33.51,151.06
Dural,NSW,2158,-33.68,151.03
Middle Dural,NSW,2158,-33.68,151.03
Round Corner,NSW,2158,-33.68,151.03
Arcadia,NSW,2159,-33.62,151.05
Berrilee,NSW,2159,-33.62,151.05
Fiddletown,NSW,2159,-33.62,151.05
Galston,NSW,2159,-33.62,151.05
Merrylands,NSW,2160,-33.84,150.99
Merrylands West,NSW,2160,-33.84,150.99
Guildford,NSW,2161,-33.85,150.99
Guildford West,NSW,2161,-33.85,150.99
Old Guildford,NSW,2161,-33.85,150.99
Yennora,NSW,2161,-33.85,150.99
Chester Hill,NSW,2162,-33.88,151
Sefton,NSW,2162,-33.88,151
Carramar,NSW,2163,-33.88,150.96
Lansdowne,NSW,2163,-33.88,150.96
Villawood,NSW,2163,-33.88,150.96
Smithfield,NSW,2164,-33.85,150.94
Smithfield West,NSW,2164,-33.85,150.94
Wetherill Park,NSW,2164,-33.85,150.94
Woodpark,NSW,2164,-33.85,150.94
Fairfield,NSW,2165,-33.87,150.96
Fairfield East,NSW,2165,-33.87,150.96
Fairfield Heights,NSW,2165,-33.87,150.96
Fairfield West,NSW,2165,-33.87,150.96
Cabramatta,NSW,2166,-33.9,150.94
Cabramatta West,NSW,2166,-33.9,150.94
Canley Heights,NSW,2166,-33.9,150.94
Canley Vale,NSW,2166,-33.9,150.94
Lansvale,NSW,2166,-33.9,150.94
Glenfield,NSW,2167,-33.97,150.89
Ashcroft,NSW,2168,-33.92,150.9
Busby,NSW,2168,-33.92,150.9
Cartwright,NSW,2168,-33.92,150.9
Green Valley,NSW,2168,-33.92,150.9
Heckenberg,NSW,2168,-33.92,150.9
Hinchinbrook,NSW,2168,-33.92,150.9
Miller,NSW,2168,-33.92,150.9
Sadleir,NSW,2168,-33.92,150.9
Casula,NSW,2170,-33.95,150.91
Casula Mall,NSW,2170,-33.95,150.91
Chipping Norton,NSW,2170,-33.95,150.91
Hammondville,NSW,2170,-33.95,150.91
Liverpool,NSW,2170,-33.95,150.91
Liverpool South,NSW,2170,-33.95,150.91
Liverpool Westfield,NSW,2170,-33.95,150.91
Lurnea,NSW,2170,-33.95,150.91
Moorebank,NSW,2170,-33.95,150.91
Mount Pritchard,NSW,2170,-33.95,150.91
Prestons,NSW,2170,-33.95,150.91
Warwick Farm,NSW,2170,-33.95,150.91
Cecil Hills,NSW,2171,-33.88,150.85
Elizabeth Hills,NSW,2171,-33.88,150.85
Horningsea Park,NSW,2171,-33.88,150.85
Hoxton Park,NSW,2171,-33.88,150.85
Len Waters Estate,NSW,2171,-33.88,150.85
Middleton Grange,NSW,2171,-33.88,150.85
West Hoxton,NSW,2171,-33.88,150.85
Pleasure Point,NSW,2172,-33.97,150.99
Sandy Point,NSW,2172,-33.97,150.99
Voyager Point,NSW,2172,-33.97,150.99
Holsworthy,NSW,2173,-33.95,150.95
Wattle Grove,NSW,2173,-33.95,150.95
Edmondson Park,NSW,2174,0,0
Ingleburn Milpo,NSW,2174,0,0
Horsley Park,NSW,2175,-33.85,150.85
Abbotsbury,NSW,2176,-33.88,150.87
Bossley Park,NSW,2176,-33.88,150.87
Edensor Park,NSW,2176,-33.88,150.87
Greenfield Park,NSW,2176,-33.88,150.87
Prairiewood,NSW,2176,-33.88,150.87
St Johns Park,NSW,2176,-33.88,150.87
Wakeley,NSW,2176,-33.88,150.87
Bonnyrigg,NSW,2177,-33.89,150.89
Bonnyrigg Heights,NSW,2177,-33.89,150.89
Cecil Park,NSW,2178,-33.87,150.84
Kemps Creek,NSW,2178,-33.87,150.84
Mount Vernon,NSW,2178,-33.87,150.84
Austral,NSW,2179,-33.93,150.81
Leppington,NSW,2179,-33.93,150.81
Chullora,NSW,2190,-33.89,151.06
Greenacre,NSW,2190,-33.89,151.06
Mount Lewis,NSW,2190,-33.89,151.06
Belfield,NSW,2191,-33.9,151.08
Belmore,NSW,2192,-33.92,151.09
Ashbury,NSW,2193,-33.9,151.12
Canterbury,NSW,2193,-33.9,151.12
Hurlstone Park,NSW,2193,-33.9,151.12
Campsie,NSW,2194,-33.91,151.1
Lakemba,NSW,2195,-33.92,151.08
Wiley Park,NSW,2195,-33.92,151.08
Punchbowl,NSW,2196,-33.93,151.05
Roselands,NSW,2196,-33.93,151.05
Bass Hill,NSW,2197,-33.9,150.99
Georges Hall,NSW,2198,-33.91,150.98
Yagoona,NSW,2199,-33.91,151.03
Yagoona West,NSW,2199,-33.91,151.03
Bankstown,NSW,2200,-33.92,151.03
Bankstown Aerodrome,NSW,2200,-33.92,151.03
Bankstown North,NSW,2200,-33.92,151.03
Bankstown Square,NSW,2200,-33.92,151.03
Condell Park,NSW,2200,-33.92,151.03
Manahan,NSW,2200,-33.92,151.03
Mount Lewis,NSW,2200,-33.92,151.03
Dulwich Hill,NSW,2203,-33.9,151.14
Marrickville,NSW,2204,-33.91,151.16
Marrickville Metro,NSW,2204,-33.91,151.16
Marrickville South,NSW,2204,-33.91,151.16
Arncliffe,NSW,2205,-33.94,151.15
Turrella,NSW,2205,-33.94,151.15
Wolli Creek,NSW,2205,-33.94,151.15
Clemton Park,NSW,2206,-33.93,151.1
Earlwood,NSW,2206,-33.93,151.1
Bardwell Park,NSW,2207,-33.93,151.13
Bardwell Valley,NSW,2207,-33.93,151.13
Bexley,NSW,2207,-33.93,151.13
Bexley North,NSW,2207,-33.93,151.13
Bexley South,NSW,2207,-33.93,151.13
Kingsgrove,NSW,2208,-33.94,151.1
Kingsway West,NSW,2208,-33.94,151.1
Beverly Hills,NSW,2209,-33.95,151.08
Narwee,NSW,2209,-33.95,151.08
Lugarno,NSW,2210,-33.98,151.05
Peakhurst,NSW,2210,-33.98,151.05
Peakhurst Heights,NSW,2210,-33.98,151.05
Riverwood,NSW,2210,-33.98,151.05
Padstow,NSW,2211,-33.95,151.04
Padstow Heights,NSW,2211,-33.95,151.04
Revesby,NSW,2212,-33.95,151.02
Revesby Heights,NSW,2212,-33.95,151.02
Revesby North,NSW,2212,-33.95,151.02
East Hills,NSW,2213,-33.96,150.99
Panania,NSW,2213,-33.96,150.99
Picnic Point,NSW,2213,-33.96,150.99
Milperra,NSW,2214,-33.94,150.99
Banksia,NSW,2216,-33.95,151.14
Brighton-Le-Sands,NSW,2216,-33.95,151.14
Kyeemagh,NSW,2216,-33.95,151.14
Rockdale,NSW,2216,-33.95,151.14
Beverley Park,NSW,2217,-33.98,151.13
Kogarah,NSW,2217,-33.98,151.13
Kogarah Bay,NSW,2217,-33.98,151.13
Monterey,NSW,2217,-33.98,151.13
Ramsgate,NSW,2217,-33.98,151.13
Ramsgate Beach,NSW,2217,-33.98,151.13
Allawah,NSW,2218,-33.97,151.11
Carlton,NSW,2218,-33.97,151.11
Dolls Point,NSW,2219,-33.99,151.15
Sandringham,NSW,2219,-33.99,151.15
Sans Souci,NSW,2219,-33.99,151.15
Hurstville,NSW,2220,-33.97,151.1
Hurstville Grove,NSW,2220,-33.97,151.1
Hurstville Westfield,NSW,2220,-33.97,151.1
Blakehurst,NSW,2221,-33.99,151.11
Carss Park,NSW,2221,-33.99,151.11
Connells Point,NSW,2221,-33.99,151.11
Kyle Bay,NSW,2221,-33.99,151.11
South Hurstville,NSW,2221,-33.99,151.11
Penshurst,NSW,2222,-33.96,151.09
Mortdale,NSW,2223,-33.97,151.08
Oatley,NSW,2223,-33.97,151.08
Kangaroo Point,NSW,2224,-34,151.1
Sylvania,NSW,2224,-34,151.1
Sylvania Southgate,NSW,2224,-34,151.1
Sylvania Waters,NSW,2224,-34,151.1
Oyster Bay,NSW,2225,-34,151.09
Bonnet Bay,NSW,2226,-34.01,151.05
Como,NSW,2226,-34.01,151.05
Jannali,NSW,2226,-34.01,151.05
Gymea,NSW,2227,-34.03,151.09
Gymea Bay,NSW,2227,-34.03,151.09
Miranda,NSW,2228,-34.03,151.1
Yowie Bay,NSW,2228,-34.03,151.1
Caringbah,NSW,2229,-34.04,151.12
Caringbah South,NSW,2229,-34.04,151.12
Dolans Bay,NSW,2229,-34.04,151.12
Lilli Pilli,NSW,2229,-34.04,151.12
Port Hacking,NSW,2229,-34.04,151.12
Taren Point,NSW,2229,-34.04,151.12
Bundeena,NSW,2230,-34.09,151.15
Burraneer,NSW,2230,-34.09,151.15
Cronulla,NSW,2230,-34.09,151.15
Maianbar,NSW,2230,-34.09,151.15
